questionId,sourceQuestionId,currentTopic,correctMasterTopicId,correctMasterTopicName,mappingStatus,mappingReason
"Q-03883","4022","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03884","18928","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03885","18929","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03886","18930","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03887","18932","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03888","18934","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03889","4026","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03890","18935","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03891","18936","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03892","4027","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03893","4028","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03894","18937","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03895","18938","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03896","18939","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03897","18940","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03898","18941","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03899","18943","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03900","18944","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03901","18945","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03902","4030","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03903","4031","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03904","4033","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03905","4037","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03906","4038","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03907","18946","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03908","18947","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03909","18948","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03910","18949","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03911","18950","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03912","18951","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03913","18953","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03914","18955","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03915","4040","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03916","18957","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03917","18958","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03918","18960","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03919","18961","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03920","18962","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03921","18964","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03922","4045","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03923","4047","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03924","4048","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03925","18968","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03926","18969","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03927","4062","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03928","4137","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03929","4138","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03930","4139","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03931","4140","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03932","4141","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03933","4142","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03934","4143","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03935","4144","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03936","4145","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03937","4147","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03938","4148","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03939","4150","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03940","4177","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03941","4178","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03942","4179","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03943","4181","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03944","4182","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03945","4183","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03946","4184","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03947","4185","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03948","4186","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03949","4188","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03950","4189","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03951","4324","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03952","4327","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03953","4355","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03954","4374","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03955","4503","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03956","4505","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03957","4508","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-03958","8643","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03959","8644","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03960","8645","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03961","8646","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03962","8647","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03963","8648","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03964","8649","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03965","8650","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03966","8651","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Core examinable fact tests saline or freshwater lakes of Rajasthan."
"Q-03967","8652","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03968","8653","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03969","8654","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03970","8655","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03971","8656","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03972","8657","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03973","8658","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03974","8659","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03975","8660","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03976","8661","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03977","8662","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03978","8663","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03979","1408","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03980","1409","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03981","8664","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03982","8665","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03983","8666","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03984","8667","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03985","8668","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-03986","8669","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
