questionId,sourceQuestionId,currentTopic,correctMasterTopicId,correctMasterTopicName,mappingStatus,mappingReason
"Q-163","3259","राजस्थान की जनसंख्या एवं जनगणना",5,"राजस्थान की जनसंख्या एवं जनगणना","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 5 (राजस्थान की जनसंख्या एवं जनगणना)."
"Q-164","3287","राजस्थान की जनसंख्या एवं जनगणना",5,"राजस्थान की जनसंख्या एवं जनगणना","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 5 (राजस्थान की जनसंख्या एवं जनगणना)."
"Q-165","3308","राजस्थान की जनसंख्या एवं जनगणना",5,"राजस्थान की जनसंख्या एवं जनगणना","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 5 (राजस्थान की जनसंख्या एवं जनगणना)."
"Q-166","18833","राजस्थान की जनसंख्या एवं जनगणना",5,"राजस्थान की जनसंख्या एवं जनगणना","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 5 (राजस्थान की जनसंख्या एवं जनगणना)."
"Q-167","3405","राजस्थान की जनसंख्या एवं जनगणना",5,"राजस्थान की जनसंख्या एवं जनगणना","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 5 (राजस्थान की जनसंख्या एवं जनगणना)."
"Q-168","4543","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-169","4563","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-170","4584","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-171","4608","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-172","4634","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-173","4656","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-174","4679","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-175","4701","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-176","18989","राजस्थान की जलवायु",3,"राजस्थान की जलवायु","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 3 (राजस्थान की जलवायु)."
"Q-177","3408","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-178","3486","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-179","3562","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-180","3625","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-181","3705","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-182","3823","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-183","3851","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-184","3923","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-185","18901","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-186","4046","राजस्थान की झीलें",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 8 (राजस्थान की झीलें)."
"Q-187","3410","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-188","3455","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-189","3506","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-190","3528","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-191","3554","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-192","3651","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-193","3672","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-194","3734","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-195","3759","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-196","3783","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-197","18865","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-198","18881","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-199","3910","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-200","3950","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-201","18905","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-202","4007","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-203","18930","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-204","4038","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-205","18969","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-206","4184","राजस्थान की नदियाँ एवं जल संसाधन",7,"राजस्थान की नदियाँ एवं जल संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 7 (राजस्थान की नदियाँ एवं जल संसाधन)."
"Q-207","8643","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-208","8663","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-209","8682","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-210","8702","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-211","9286","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-212","8738","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-213","8762","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-214","8783","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-215","8803","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-216","9311","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-217","9325","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-218","9334","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-219","8852","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-220","1423","राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल",37,"राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 37 (राजस्थान की प्राचीन सभ्यताएँ एवं पुरातात्विक स्थल)."
"Q-221","11339","राजस्थान की मंत्रिपरिषद एवं मंत्रिमंडल",61,"राजस्थान की मंत्रिपरिषद एवं मंत्रिमंडल","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 61 (राजस्थान की मंत्रिपरिषद एवं मंत्रिमंडल)."
"Q-222","10987","राजस्थान की महिला व्यक्तित्व",56,"राजस्थान की महिला व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 56 (राजस्थान की महिला व्यक्तित्व)."
"Q-223","11145","राजस्थान की महिला व्यक्तित्व",56,"राजस्थान की महिला व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 56 (राजस्थान की महिला व्यक्तित्व)."
"Q-224","9001","राजस्थान की मृदा",6,"राजस्थान की मृदा","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 6 (राजस्थान की मृदा)."
"Q-225","9021","राजस्थान की मृदा",6,"राजस्थान की मृदा","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 6 (राजस्थान की मृदा)."
"Q-226","9041","राजस्थान की मृदा",6,"राजस्थान की मृदा","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 6 (राजस्थान की मृदा)."
"Q-227","9062","राजस्थान की मृदा",6,"राजस्थान की मृदा","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 6 (राजस्थान की मृदा)."
"Q-228","9082","राजस्थान की मृदा",6,"राजस्थान की मृदा","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 6 (राजस्थान की मृदा)."
"Q-229","9103","राजस्थान की मृदा",6,"राजस्थान की मृदा","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 6 (राजस्थान की मृदा)."
"Q-230","9124","राजस्थान की मृदा",6,"राजस्थान की मृदा","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 6 (राजस्थान की मृदा)."
"Q-231","9144","राजस्थान की मृदा",6,"राजस्थान की मृदा","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 6 (राजस्थान की मृदा)."
"Q-232","15210","राजस्थान की रियासतें एवं ब्रिटिश संधियाँ",47,"राजस्थान की रियासतें एवं ब्रिटिश संधियाँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 47 (राजस्थान की रियासतें एवं ब्रिटिश संधियाँ)."
"Q-233","15231","राजस्थान की रियासतें एवं ब्रिटिश संधियाँ",47,"राजस्थान की रियासतें एवं ब्रिटिश संधियाँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 47 (राजस्थान की रियासतें एवं ब्रिटिश संधियाँ)."
"Q-234","11869","राजस्थान की रीति-रिवाज एवं परंपराएँ",23,"राजस्थान की रीति-रिवाज एवं परंपराएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 23 (राजस्थान की रीति-रिवाज एवं परंपराएँ)."
"Q-235","11889","राजस्थान की रीति-रिवाज एवं परंपराएँ",23,"राजस्थान की रीति-रिवाज एवं परंपराएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 23 (राजस्थान की रीति-रिवाज एवं परंपराएँ)."
"Q-236","11918","राजस्थान की रीति-रिवाज एवं परंपराएँ",23,"राजस्थान की रीति-रिवाज एवं परंपराएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 23 (राजस्थान की रीति-रिवाज एवं परंपराएँ)."
"Q-237","17953","राजस्थान की वेशभूषा एवं आभूषण",24,"राजस्थान की वेशभूषा एवं आभूषण","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 24 (राजस्थान की वेशभूषा एवं आभूषण)."
"Q-238","18010","राजस्थान की वेशभूषा एवं आभूषण",24,"राजस्थान की वेशभूषा एवं आभूषण","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 24 (राजस्थान की वेशभूषा एवं आभूषण)."
"Q-239","18078","राजस्थान की वेशभूषा एवं आभूषण",24,"राजस्थान की वेशभूषा एवं आभूषण","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 24 (राजस्थान की वेशभूषा एवं आभूषण)."
"Q-240","18133","राजस्थान की वेशभूषा एवं आभूषण",24,"राजस्थान की वेशभूषा एवं आभूषण","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 24 (राजस्थान की वेशभूषा एवं आभूषण)."
"Q-241","18204","राजस्थान की वेशभूषा एवं आभूषण",24,"राजस्थान की वेशभूषा एवं आभूषण","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 24 (राजस्थान की वेशभूषा एवं आभूषण)."
"Q-242","3418","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-243","3530","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-244","3584","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-245","3611","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-246","3698","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-247","3804","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-248","3866","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-249","3945","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-250","4036","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-251","4369","राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 9 (राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ)."
"Q-252","17118","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-253","17138","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-254","17158","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-255","17168","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-256","17198","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-257","17218","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-258","17238","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-259","17258","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-260","17278","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-261","17302","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-262","17333","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-263","17352","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-264","17392","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-265","17415","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-266","17435","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-267","17459","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-268","17481","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-269","17504","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-270","17524","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-271","17544","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-272","17564","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-273","17577","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-274","17597","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-275","17616","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
"Q-276","17635","राजस्थान की स्थापत्य कला एवं वास्तुकला",25,"राजस्थान की स्थापत्य कला एवं वास्तुकला","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 25 (राजस्थान की स्थापत्य कला एवं वास्तुकला)."
